"replica","omega","sigma_q","sigma_t","phi","eta","shock","calibracion_ok","shock_ok","pib_real_base","pib_real_shock","var_pib_real_pct","var_c_real_pct","var_i_real_pct","var_x_real_pct","var_m_real_pct","delta_tax_pp_pib","delta_u_pp","norm_calibracion","parametro_var","valor_var"
19,1.5,2,2.16666666666667,0.1,0.5,"fit",TRUE,TRUE,282097.798326924,282374.040845842,0.0979243796144003,0.0658986868337319,0.254729382134511,0.038103061415562,0.0528708042397241,-0.0670231635323565,-0.213261513700246,2.47765041939322e-05,"sigma_t",2.16666666666667
20,1.5,2,2.58333333333333,0.1,0.5,"iva",TRUE,TRUE,282097.798326924,281763.196180592,-0.118612108395089,-0.140331033527208,-0.0711098986742154,-0.151495999124363,-0.101129778200604,0.00191785416708834,0.444950787180012,2.47765041939322e-05,"sigma_t",2.58333333333333
20,1.5,2,2.58333333333333,0.1,0.5,"pit",TRUE,TRUE,282097.798326924,280995.447437105,-0.390769051143558,-0.529164783502334,-0.167270902529215,-0.236048620690299,-0.142972603432956,0.0147058212054296,0.821868360007854,2.47765041939322e-05,"sigma_t",2.58333333333333
20,1.5,2,2.58333333333333,0.1,0.5,"fit",TRUE,TRUE,282097.798326924,282374.453384471,0.0980706191922698,0.0661708104109149,0.254706038962738,0.0388608850100836,0.0536931019720077,-0.0670262395833537,-0.213617038692541,2.47765041939322e-05,"sigma_t",2.58333333333333
21,1.5,2,3,0.1,0.5,"iva",TRUE,TRUE,282097.798326924,281762.206405578,-0.11896297076277,-0.140973455133431,-0.0710540885585642,-0.153800223300227,-0.103581878450465,0.00192356787302728,0.445780504089698,2.47765041939322e-05,"sigma_t",3
21,1.5,2,3,0.1,0.5,"pit",TRUE,TRUE,282097.798326924,280993.630188976,-0.391413241966698,-0.530345904306173,-0.167166208751279,-0.24035622529136,-0.147555424255918,0.0147163534205796,0.823397986639631,2.47765041939322e-05,"sigma_t",3
21,1.5,2,3,0.1,0.5,"fit",TRUE,TRUE,282097.798326924,282374.858534795,0.0982142397118801,0.0664386814692719,0.254683051265947,0.0395813670118761,0.0544774142575255,-0.0670293920198684,-0.213967425232568,2.47765041939322e-05,"sigma_t",3
22,1.5,2,1.5,0.05,0.5,"iva",TRUE,TRUE,282097.798326924,281763.925954148,-0.118353413162287,-0.141951592614842,-0.0716844874662281,-0.14089931643384,-0.0948356252535532,0.00580907952989484,0.444025485163733,2.47765041939322e-05,"phi",0.05
22,1.5,2,1.5,0.05,0.5,"pit",TRUE,TRUE,282097.798326924,280996.88803,-0.39025837970158,-0.532180273667193,-0.168315799569874,-0.216183944066395,-0.131187839052493,0.0219876949093062,0.819733490156118,2.47765041939322e-05,"phi",0.05
22,1.5,2,1.5,0.05,0.5,"fit",TRUE,TRUE,282097.798326924,282374.354668783,0.0980356257650694,0.0670438411908281,0.254971806454751,0.0352970419513987,0.0521250104798865,-0.0688165118789941,-0.21366571267996,2.47765041939322e-05,"phi",0.05
