"replica","omega","sigma_q","sigma_t","phi","eta","shock","calibracion_ok","shock_ok","pib_real_base","pib_real_shock","var_pib_real_pct","var_c_real_pct","var_i_real_pct","var_x_real_pct","var_m_real_pct","delta_tax_pp_pib","delta_u_pp","norm_calibracion"
13,0.719631526051671,1.44397420523637,0.976984045767495,0.0838844735506427,0.732762058805383,"fit",TRUE,TRUE,282097.798326924,282564.633905238,0.165487139950193,0.0883538952080487,0.417165233216243,0.146484225991217,0.116427432365085,-0.029138777144791,-0.365488914226129,2.47765041940467e-05
14,1.97779167704357,2.8579111260442,0.673759461640657,0.0562305572424521,0.655757961189374,"iva",TRUE,TRUE,282097.798326924,281678.589129708,-0.14860420737155,-0.175497811851444,-0.103241334309201,-0.10411796086216,-0.0494178033066839,-0.000904478440966194,0.506196984247024,2.47765041958492e-05
14,1.97779167704357,2.8579111260442,0.673759461640657,0.0562305572424521,0.655757961189374,"pit",TRUE,TRUE,282097.798326924,280816.387908714,-0.454243324765391,-0.599535520856787,-0.241419000697152,-0.152369061801572,-0.0474177882945792,0.00624661049556663,0.952151112644569,2.47765041958492e-05
14,1.97779167704357,2.8579111260442,0.673759461640657,0.0562305572424521,0.655757961189374,"fit",TRUE,TRUE,282097.798326924,282565.883753726,0.16593019498119,0.121628345135449,0.362618693862893,0.04757027453961,0.0359435172967881,-0.045054764811539,-0.358975010485118,2.47765041958492e-05
15,1.14881017072184,3.80701174493333,2.52400249229868,0.0647235014102989,0.239158038818277,"iva",TRUE,TRUE,282097.798326924,281839.346630731,-0.0916177643803251,-0.119410251601149,-0.0300358778686061,-0.1137277474896,-0.0767031010808883,0.0136312414384193,0.387485382994625,2.47765041966968e-05
15,1.14881017072184,3.80701174493333,2.52400249229868,0.0647235014102989,0.239158038818277,"pit",TRUE,TRUE,282097.798326924,281165.913791307,-0.330340945992302,-0.484292515814733,-0.0708454406584624,-0.157514530859892,-0.0947894721981757,0.0411242389816713,0.692458313141784,2.47765041966968e-05
15,1.14881017072184,3.80701174493333,2.52400249229868,0.0647235014102989,0.239158038818277,"fit",TRUE,TRUE,282097.798326924,282148.109613162,0.0178346965259868,0.0134905264758789,0.108400684245846,-0.0258129914819438,0.0295254837281655,-0.101350387381474,-0.0390460452102397,2.47765041966968e-05
16,1.01688630375065,1.28725111693348,1.5550904659658,0.123263848841452,0.791334913826722,"iva",TRUE,TRUE,282097.798326924,281726.143584724,-0.131746771652919,-0.128924068160685,-0.127664958616003,-0.214421243912766,-0.145038147403398,-0.0140384564761731,0.477099158007462,2.47765042001085e-05
16,1.01688630375065,1.28725111693348,1.5550904659658,0.123263848841452,0.791334913826722,"pit",TRUE,TRUE,282097.798326924,280885.17983196,-0.429857482814699,-0.516132960789273,-0.301381810599632,-0.368726172386369,-0.231867455536283,-0.0218981017125613,0.913553021898332,2.47765042001085e-05
16,1.01688630375065,1.28725111693348,1.5550904659658,0.123263848841452,0.791334913826722,"fit",TRUE,TRUE,282097.798326924,282654.505158346,0.197345330138621,0.113288198671957,0.465598464468053,0.167306007031209,0.121269640688748,-0.0153370839360928,-0.433326355492775,2.47765042001085e-05
17,0.840782195948123,3.09620978679231,2.84041122494546,0.125951145313229,0.314520443283254,"iva",TRUE,TRUE,282097.798326924,281849.793436684,-0.0879145075611931,-0.10474933918172,-0.0400666157214569,-0.147657639490983,-0.102537226366162,0.00664422757303829,0.38166478015908,2.47765041957384e-05
17,0.840782195948123,3.09620978679231,2.84041122494546,0.125951145313229,0.314520443283254,"pit",TRUE,TRUE,282097.798326924,281175.650903673,-0.326889266318464,-0.459839627301584,-0.0949162487762445,-0.221472821326973,-0.142336364169826,0.0270413173228484,0.689353165102367,2.47765041957384e-05
17,0.840782195948123,3.09620978679231,2.84041122494546,0.125951145313229,0.314520443283254,"fit",TRUE,TRUE,282097.798326924,282201.273974348,0.036680771008224,0.0230865912996814,0.147056695773884,-0.00630196305261288,0.0375312792753268,-0.0916555379064321,-0.0804219848163321,2.47765041957384e-05
18,1.21673154353994,3.727979451387,1.17937630598408,0.0526243916207022,0.73769379620353,"iva",TRUE,TRUE,282097.798326924,281707.137208682,-0.138484284726481,-0.150053915661397,-0.117457864363146,-0.136024706906723,-0.0762324573170159,-0.00515544663113598,0.488875388488438,2.4776504196398e-05
18,1.21673154353994,3.727979451387,1.17937630598408,0.0526243916207022,0.73769379620353,"pit",TRUE,TRUE,282097.798326924,280857.056294515,-0.439826911010333,-0.554820127600664,-0.276406112310235,-0.215242630416612,-0.0984376388041053,-0.00357059667573378,0.929401681194798,2.4776504196398e-05
18,1.21673154353994,3.727979451387,1.17937630598408,0.0526243916207022,0.73769379620353,"fit",TRUE,TRUE,282097.798326924,282621.4882454,0.185641263980663,0.120749829289912,0.423245499777969,0.0880217745718559,0.0593474400289562,-0.0306909775039138,-0.405625818165441,2.4776504196398e-05
19,1.91373206049684,2.36324750656604,2.64269679864628,0.148689335956988,0.988092410322861,"iva",TRUE,TRUE,282097.798326924,281553.369160138,-0.192993057732149,-0.199237389585927,-0.183842560655734,-0.175524636095525,-0.0882465592557002,-0.0291453551510057,0.603538726936526,2.47765041957521e-05
19,1.91373206049684,2.36324750656604,2.64269679864628,0.148689335956988,0.988092410322861,"pit",TRUE,TRUE,282097.798326924,280521.568580317,-0.558752941694363,-0.657746113512736,-0.430949777899026,-0.30318300903428,-0.125519018255205,-0.0562306397014073,1.18105165556069,2.47765041957521e-05
19,1.91373206049684,2.36324750656604,2.64269679864628,0.148689335956988,0.988092410322861,"fit",TRUE,TRUE,282097.798326924,283042.132678094,0.334754243659874,0.234714692379212,0.658014264749451,0.187099385711353,0.0847251923467907,0.0327974316278679,-0.72549896630189,2.47765041957521e-05
20,1.25913503266929,1.48159390038199,2.95646045437752,0.117985354365373,0.500535041256808,"iva",TRUE,TRUE,282097.798326924,281783.730701968,-0.111332887678772,-0.127437827911392,-0.0704296755022038,-0.175980711688406,-0.124038198051601,0.000359761072249443,0.430918369962208,2.47765041939479e-05
20,1.25913503266929,1.48159390038199,2.95646045437752,0.117985354365373,0.500535041256808,"pit",TRUE,TRUE,282097.798326924,281032.985908869,-0.377462151200758,-0.505502840249894,-0.166095825346635,-0.281608006012668,-0.185542888661561,0.0117853806831797,0.796316839470014,2.47765041939479e-05
